label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
A_r3_20	20	3.0	90	4793	59.92	100.00	22.6	33.5	35.9	0	0	0	1786877003.725	1786877008.741	1786877088.725
