epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786876698	15.8	0.2	14.8	0.08	805.4	7783.1
1786876703	6.8	2.2	3.0	0.08	820.6	7783.1
1786876708	6.0	2.0	3.4	0.07	775.0	7783.1
1786876713	12.9	10.4	3.0	0.06	798.6	7783.1
1786876718	22.2	15.2	3.6	0.06	791.8	7783.1
1786876723	21.4	15.6	3.0	0.05	795.7	7783.1
1786876728	21.8	15.4	3.4	0.05	799.1	7783.1
1786876733	21.0	15.4	3.0	0.04	803.5	7783.1
1786876738	21.0	15.4	3.4	0.12	812.8	7783.1
1786876743	21.4	15.8	3.0	0.11	804.8	7783.1
1786876748	17.0	15.6	2.4	0.10	809.6	7783.1
1786876753	17.5	15.2	1.4	0.17	839.3	7783.1
1786876758	20.6	15.6	2.2	0.16	873.3	7783.1
1786876763	42.2	43.2	1.4	0.15	878.9	7783.1
1786876768	54.6	47.2	1.6	0.14	869.3	7783.1
1786876773	45.9	44.0	1.2	0.28	873.2	7783.1
1786876778	32.9	29.8	1.6	0.26	877.8	7783.1
1786876783	20.5	18.6	1.2	0.24	880.5	7783.1
1786876788	18.0	17.4	1.4	0.22	884.7	7783.1
1786876793	19.9	16.0	2.2	0.20	898.4	7783.1
1786876798	36.3	16.4	-60.2	0.19	495.3	7783.1
