epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786873043	15.6	0.0	15.0	0.29	778.4	7783.1
1786873048	6.6	4.0	3.0	0.26	813.5	7783.1
1786873053	8.0	3.6	3.4	0.24	778.1	7783.1
1786873058	7.6	3.8	3.0	0.22	781.7	7783.1
1786873063	7.2	3.8	3.4	0.29	789.6	7783.1
1786873068	8.4	3.6	2.8	0.26	792.1	7783.1
1786873073	9.4	3.6	3.4	0.24	782.5	7783.1
1786873078	8.4	3.8	3.0	0.22	785.1	7783.1
1786873083	8.2	3.8	3.6	0.20	792.6	7783.1
1786873088	8.0	3.6	2.8	0.19	794.6	7783.1
1786873094	6.0	3.8	2.4	0.17	784.9	7783.1
1786873099	8.5	3.6	1.2	0.16	789.3	7783.1
1786873104	6.2	3.8	2.2	0.15	815.8	7783.1
1786873109	6.0	3.6	1.4	0.21	820.0	7783.1
1786873114	6.4	3.6	1.4	0.20	823.4	7783.1
1786873119	7.0	3.6	1.6	0.18	826.4	7783.1
1786873124	8.5	4.0	1.2	0.17	828.5	7783.1
1786873129	7.2	3.8	1.6	0.15	820.6	7783.1
1786873134	8.8	3.6	1.6	0.14	851.9	7783.1
1786873139	5.2	-67.0	2.2	0.13	854.0	7783.1
