epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786876327	15.2	0.0	14.8	0.12	775.5	7783.1
1786876332	7.8	3.6	3.2	0.11	817.4	7783.1
1786876337	11.2	6.8	3.2	0.10	771.2	7783.1
1786876342	12.0	6.6	3.2	0.09	785.1	7783.1
1786876347	10.2	6.4	3.2	0.08	776.6	7783.1
1786876352	10.0	6.6	2.8	0.08	778.6	7783.1
1786876357	11.8	6.6	3.6	0.15	781.5	7783.1
1786876362	9.8	6.6	2.8	0.14	783.7	7783.1
1786876368	12.4	6.6	3.6	0.13	792.5	7783.1
1786876373	14.9	6.8	3.0	0.12	789.8	7783.1
1786876378	9.2	6.6	2.2	0.11	794.2	7783.1
1786876383	8.8	6.4	1.6	0.10	825.9	7783.1
1786876388	5.1	6.8	2.2	0.09	855.2	7783.1
1786876393	7.8	6.6	1.4	0.08	859.2	7783.1
1786876398	7.2	6.6	1.2	0.08	848.7	7783.1
1786876403	9.6	6.8	1.4	0.07	852.4	7783.1
1786876408	8.6	6.6	1.6	0.06	856.6	7783.1
1786876413	11.7	6.6	1.2	0.06	859.5	7783.1
1786876418	8.8	6.8	1.6	0.05	867.8	7783.1
1786876423	8.0	-116.4	2.0	0.05	869.8	7783.1
