t_rel	session_idx	ms	outcome
0.843	4	328.0	ok
0.39	1	781.0	ok
0.734	3	437.0	ok
0.843	7	328.0	ok
0.171	0	1000.0	ok
0.843	5	328.0	ok
0.843	6	344.0	ok
0.593	2	610.0	ok
1.171	1	125.0	ok
1.171	4	125.0	ok
1.171	3	157.0	ratelimited
1.171	0	172.0	ratelimited
1.171	7	172.0	ratelimited
1.187	6	219.0	ratelimited
1.187	5	234.0	ratelimited
1.203	2	234.0	ratelimited
1.343	3	157.0	ok
1.343	0	157.0	ok
1.343	7	172.0	ok
1.359	1	156.0	ratelimited
1.39	4	172.0	ratelimited
1.406	6	172.0	ok
1.421	5	204.0	ok
1.437	2	188.0	ok
1.515	3	156.0	ok
1.531	0	140.0	ratelimited
1.515	7	172.0	ratelimited
1.546	1	172.0	ok
1.562	4	188.0	ok
1.625	5	125.0	ratelimited
1.625	2	140.0	ratelimited
1.578	6	203.0	ratelimited
1.687	3	109.0	ratelimited
1.703	0	125.0	ok
1.687	7	156.0	ok
1.718	1	157.0	ratelimited
1.75	4	140.0	ratelimited
1.781	6	140.0	ok
1.812	5	109.0	ok
1.812	2	109.0	ok
1.875	0	93.0	ratelimited
1.875	7	93.0	ok
1.89	1	94.0	ok
1.875	3	109.0	ok
1.921	4	94.0	ok
1.968	6	63.0	ok
2.015	5	94.0	ok
2.015	2	110.0	ok
2.062	0	94.0	ok
2.046	3	110.0	ratelimited
2.062	7	94.0	ratelimited
2.093	4	78.0	ok
2.078	1	125.0	ok
2.156	6	94.0	ratelimited
2.187	5	109.0	ratelimited
2.187	2	125.0	ratelimited
2.218	3	94.0	ok
2.234	0	78.0	ok
2.25	7	125.0	ok
2.25	1	140.0	ratelimited
2.281	4	109.0	ratelimited
2.328	6	109.0	ok
2.375	5	109.0	ok
2.375	2	125.0	ok
2.406	3	109.0	ok
2.421	1	110.0	ok
2.421	7	125.0	ok
2.421	0	141.0	ratelimited
2.468	4	125.0	ok
2.5	6	156.0	ratelimited
2.562	5	94.0	ok
2.593	3	78.0	ratelimited
2.593	7	94.0	ratelimited
2.562	2	141.0	ok
2.593	0	125.0	ok
2.593	1	125.0	ratelimited
2.671	6	79.0	ok
2.64	4	110.0	ratelimited
2.734	2	94.0	ratelimited
2.75	5	109.0	ratelimited
2.765	0	110.0	ratelimited
2.765	1	110.0	ok
2.781	7	125.0	ok
2.781	3	125.0	ok
2.812	4	94.0	ok
2.843	6	78.0	ok
2.921	2	110.0	ok
2.921	5	110.0	ok
2.953	0	109.0	ok
2.937	1	141.0	ratelimited
2.968	7	110.0	ratelimited
2.968	3	125.0	ratelimited
3.015	6	78.0	ratelimited
2.984	4	109.0	ok
3.109	2	125.0	ratelimited
3.109	1	125.0	ok
3.109	5	156.0	ratelimited
3.125	0	140.0	ok
3.14	3	141.0	ok
3.14	7	141.0	ok
3.156	4	140.0	ratelimited
3.203	6	187.0	ok
3.281	5	140.0	ok
3.296	0	141.0	ratelimited
3.296	1	141.0	ok
3.296	2	157.0	ok
3.328	3	156.0	ok
3.328	7	218.0	ok
3.343	4	219.0	ok
3.39	6	188.0	ratelimited
3.468	0	141.0	ok
3.468	1	141.0	ratelimited
3.468	5	157.0	ok
3.546	7	125.0	ratelimited
3.484	2	187.0	ok
3.5	3	187.0	ratelimited
3.562	4	141.0	ok
3.64	0	110.0	ratelimited
3.64	5	110.0	ratelimited
3.578	6	203.0	ok
3.64	1	141.0	ok
3.671	2	125.0	ratelimited
3.687	3	125.0	ok
3.718	7	94.0	ok
3.781	6	125.0	ok
3.812	4	94.0	ratelimited
3.828	5	93.0	ok
3.828	0	125.0	ok
3.828	1	125.0	ratelimited
3.859	2	125.0	ok
3.859	3	125.0	ratelimited
3.906	7	78.0	ratelimited
3.953	6	109.0	ratelimited
4.0	0	109.0	ok
4.0	1	109.0	ok
4.0	4	109.0	ok
4.046	2	79.0	ok
4.046	3	94.0	ok
4.015	5	141.0	ok
4.078	7	109.0	ok
4.14	6	125.0	ok
4.171	1	110.0	ok
4.171	4	125.0	ratelimited
4.171	0	125.0	ratelimited
4.218	3	94.0	ok
4.25	2	78.0	ratelimited
4.265	7	78.0	ok
4.203	5	140.0	ratelimited
4.328	6	93.0	ratelimited
4.359	4	94.0	ok
4.359	1	109.0	ratelimited
4.359	0	125.0	ok
4.406	3	94.0	ratelimited
4.39	5	110.0	ok
4.437	2	78.0	ok
4.453	7	78.0	ratelimited
4.515	6	94.0	ok
4.515	0	125.0	ratelimited
4.546	4	125.0	ok
4.546	1	141.0	ok
4.578	5	109.0	ratelimited
4.593	3	94.0	ok
4.625	7	93.0	ok
4.625	2	93.0	ratelimited
4.703	6	93.0	ok
4.718	1	94.0	ratelimited
4.703	0	109.0	ok
4.718	4	110.0	ratelimited
4.75	5	125.0	ok
