t_rel	session_idx	ms	outcome
0.375	2	203.0	ok
0.25	1	328.0	ok
0.453	3	250.0	ok
0.093	0	610.0	ok
0.578	1	219.0	ratelimited
0.531	5	266.0	ok
0.484	4	313.0	ok
0.578	2	219.0	ratelimited
0.797	1	109.0	ok
0.703	0	203.0	ratelimited
0.797	5	109.0	ratelimited
0.687	7	219.0	ok
0.703	3	203.0	ratelimited
0.797	4	125.0	ratelimited
0.625	6	297.0	ok
0.922	6	78.0	ratelimited
0.797	2	203.0	ok
0.906	7	125.0	ratelimited
0.906	0	125.0	ok
0.906	3	141.0	ok
0.968	5	79.0	ratelimited
0.968	1	94.0	ratelimited
0.968	4	94.0	ok
1.0	2	62.0	ratelimited
1.078	3	47.0	ratelimited
1.093	7	63.0	ok
1.093	0	63.0	ratelimited
1.093	6	63.0	ok
1.14	5	63.0	ok
1.14	1	78.0	ok
1.14	4	78.0	ratelimited
1.172	2	62.0	ok
1.25	3	62.0	ok
1.265	0	94.0	ok
1.265	7	110.0	ratelimited
1.265	6	110.0	ratelimited
1.328	5	62.0	ok
1.312	1	94.0	ratelimited
1.312	4	94.0	ok
1.343	2	63.0	ratelimited
1.437	3	78.0	ratelimited
1.437	0	110.0	ratelimited
1.453	7	109.0	ok
1.453	6	109.0	ok
1.5	1	62.0	ok
1.5	4	78.0	ok
1.515	5	63.0	ratelimited
1.531	2	78.0	ok
1.609	0	94.0	ok
1.609	3	94.0	ok
1.625	7	93.0	ratelimited
1.625	6	93.0	ratelimited
1.672	4	62.0	ratelimited
1.687	1	78.0	ok
1.687	5	78.0	ok
1.718	2	63.0	ok
1.781	3	62.0	ok
1.781	0	78.0	ok
1.812	7	63.0	ok
1.812	6	78.0	ok
1.859	4	63.0	ok
1.859	1	63.0	ratelimited
1.859	5	78.0	ratelimited
1.89	2	63.0	ratelimited
1.953	3	62.0	ratelimited
1.968	0	47.0	ratelimited
1.984	6	63.0	ok
1.984	7	63.0	ok
2.031	4	62.0	ratelimited
2.031	1	78.0	ok
2.031	5	78.0	ok
2.078	2	47.0	ok
2.125	3	78.0	ok
2.156	7	62.0	ratelimited
2.156	0	78.0	ok
2.156	6	94.0	ratelimited
2.203	5	62.0	ok
2.203	1	78.0	ratelimited
2.234	4	47.0	ok
2.265	2	47.0	ratelimited
2.312	3	63.0	ratelimited
2.328	7	62.0	ok
2.328	0	62.0	ratelimited
2.343	6	63.0	ok
2.375	1	47.0	ok
2.39	5	63.0	ratelimited
2.422	4	62.0	ok
2.437	2	47.0	ok
2.484	3	78.0	ok
2.5	0	78.0	ok
2.5	7	109.0	ratelimited
2.531	6	94.0	ratelimited
2.562	1	63.0	ratelimited
2.578	5	62.0	ok
