t_rel	session_idx	ms	outcome
0.469	1	735.0	ok
0.219	0	1313.0	ok
0.875	2	657.0	ok
0.969	3	563.0	ok
1.032	4	515.0	ok
1.157	5	390.0	ok
1.204	6	656.0	ok
1.204	1	656.0	ok
1.532	0	328.0	ok
1.532	2	328.0	ok
1.532	3	328.0	ok
1.547	5	328.0	ok
1.282	7	593.0	ok
1.547	4	360.0	ok
1.86	6	359.0	ok
1.875	7	360.0	ok
1.875	5	360.0	ratelimited
1.86	0	484.0	ok
1.907	4	453.0	ok
1.86	1	531.0	ok
1.86	3	547.0	ok
1.86	2	578.0	ok
2.219	6	250.0	ok
2.235	5	234.0	ok
2.344	0	188.0	ok
2.36	4	172.0	ok
2.407	3	156.0	ok
2.391	1	172.0	ok
2.235	7	359.0	ok
2.438	2	187.0	ok
2.469	5	203.0	ratelimited
2.469	6	219.0	ok
2.532	0	218.0	ratelimited
2.532	4	234.0	ok
2.563	1	203.0	ok
2.594	7	219.0	ok
2.579	3	250.0	ratelimited
2.625	2	235.0	ratelimited
2.672	5	188.0	ok
2.688	6	187.0	ok
2.766	1	172.0	ratelimited
2.766	4	219.0	ratelimited
2.86	2	187.0	ok
2.86	5	203.0	ok
2.75	0	313.0	ok
2.875	6	250.0	ratelimited
2.813	7	344.0	ok
2.829	3	343.0	ok
2.985	4	234.0	ok
3.047	2	172.0	ok
3.063	5	172.0	ratelimited
3.063	0	187.0	ok
3.125	6	141.0	ok
2.938	1	344.0	ok
3.157	7	140.0	ok
3.172	3	157.0	ok
3.219	2	156.0	ratelimited
3.235	5	172.0	ok
3.282	1	140.0	ok
3.313	6	125.0	ok
3.219	4	219.0	ok
3.25	0	204.0	ok
3.344	3	156.0	ok
3.344	7	172.0	ratelimited
3.407	5	125.0	ratelimited
3.407	2	140.0	ok
3.438	4	141.0	ok
3.454	1	140.0	ok
3.454	0	156.0	ratelimited
3.485	6	172.0	ratelimited
3.516	7	172.0	ok
3.516	3	188.0	ratelimited
3.594	5	156.0	ok
3.594	2	172.0	ratelimited
3.61	4	172.0	ratelimited
3.625	1	172.0	ratelimited
3.641	0	188.0	ok
3.657	6	187.0	ok
3.704	3	156.0	ok
3.688	7	172.0	ok
3.766	2	156.0	ok
3.782	4	156.0	ok
3.797	5	157.0	ok
3.797	1	157.0	ok
