t_rel	session_idx	ms	outcome
0.11	0	547.0	ok
0.407	2	390.0	ok
0.594	3	203.0	ok
0.657	0	140.0	ratelimited
0.313	1	547.0	ok
0.797	2	172.0	ratelimited
0.703	4	266.0	ok
0.766	5	203.0	ok
0.844	0	125.0	ok
0.797	3	172.0	ratelimited
0.969	2	125.0	ok
0.86	1	234.0	ratelimited
0.969	4	141.0	ratelimited
0.969	5	141.0	ratelimited
0.844	6	281.0	ok
0.922	7	313.0	ok
1.016	0	219.0	ok
1.125	6	110.0	ratelimited
1.094	1	141.0	ok
0.969	3	266.0	ok
1.141	2	125.0	ratelimited
1.141	5	141.0	ok
1.141	4	156.0	ok
1.235	3	78.0	ratelimited
1.235	0	93.0	ratelimited
1.235	7	93.0	ratelimited
1.266	1	94.0	ratelimited
1.297	6	110.0	ok
1.344	2	78.0	ok
1.344	4	78.0	ratelimited
1.36	5	78.0	ratelimited
1.407	0	78.0	ok
1.407	7	78.0	ok
1.438	3	62.0	ok
1.438	1	62.0	ok
1.469	6	63.0	ratelimited
1.516	2	47.0	ok
1.532	5	62.0	ok
1.532	4	62.0	ok
1.578	0	63.0	ratelimited
1.578	7	63.0	ok
1.61	3	78.0	ok
1.61	1	93.0	ratelimited
1.657	6	109.0	ok
1.703	2	63.0	ratelimited
1.703	5	125.0	ok
1.703	4	141.0	ok
1.75	0	110.0	ok
1.766	7	94.0	ratelimited
1.782	1	93.0	ok
1.828	6	94.0	ratelimited
1.782	3	140.0	ratelimited
1.875	4	78.0	ratelimited
1.891	2	109.0	ok
1.875	5	125.0	ratelimited
1.922	0	110.0	ratelimited
1.953	7	79.0	ok
1.969	3	78.0	ok
1.969	1	94.0	ok
2.016	6	62.0	ok
2.063	4	62.0	ok
2.063	2	78.0	ratelimited
2.063	5	78.0	ok
2.094	0	94.0	ok
2.125	7	63.0	ratelimited
2.141	1	78.0	ratelimited
2.157	3	93.0	ratelimited
2.203	6	94.0	ok
2.235	5	78.0	ratelimited
2.235	2	93.0	ok
2.266	0	94.0	ratelimited
2.25	4	110.0	ratelimited
2.297	7	94.0	ok
2.313	1	94.0	ok
2.344	3	63.0	ok
2.391	6	47.0	ratelimited
2.438	5	47.0	ok
2.438	4	78.0	ok
2.438	2	94.0	ok
2.453	0	79.0	ok
2.469	7	78.0	ok
2.469	1	94.0	ratelimited
2.532	3	62.0	ok
2.563	6	78.0	ok
2.61	4	109.0	ok
2.625	0	110.0	ok
2.61	2	125.0	ratelimited
2.625	5	141.0	ok
2.657	7	140.0	ratelimited
2.657	1	140.0	ok
2.703	3	110.0	ratelimited
2.735	6	78.0	ratelimited
2.797	4	78.0	ratelimited
2.797	0	110.0	ratelimited
2.797	2	125.0	ok
2.844	1	94.0	ok
2.797	5	141.0	ratelimited
2.844	7	94.0	ok
2.875	3	63.0	ok
2.938	6	109.0	ok
2.969	2	94.0	ratelimited
2.969	5	94.0	ok
2.985	0	93.0	ok
2.985	4	109.0	ok
3.016	7	78.0	ratelimited
3.016	1	78.0	ratelimited
3.078	3	47.0	ok
3.11	6	93.0	ok
3.141	2	125.0	ok
3.141	5	125.0	ratelimited
3.172	0	94.0	ratelimited
3.172	4	94.0	ratelimited
3.203	1	79.0	ok
3.203	7	110.0	ok
3.266	3	94.0	ratelimited
3.282	6	109.0	ratelimited
3.313	2	109.0	ok
3.313	5	109.0	ok
3.344	0	94.0	ok
3.36	4	93.0	ok
3.375	7	78.0	ok
3.391	1	141.0	ratelimited
3.438	3	109.0	ok
3.453	6	172.0	ok
3.5	2	141.0	ratelimited
3.5	5	157.0	ok
3.532	0	156.0	ok
3.547	4	188.0	ok
3.563	1	187.0	ok
3.578	7	219.0	ratelimited
3.625	6	188.0	ratelimited
3.61	3	218.0	ratelimited
3.672	2	172.0	ok
3.688	5	187.0	ratelimited
3.719	0	172.0	ratelimited
3.75	1	172.0	ok
3.797	7	125.0	ok
3.735	4	203.0	ratelimited
3.828	3	141.0	ok
3.844	2	125.0	ratelimited
3.891	0	109.0	ok
3.922	1	78.0	ratelimited
3.828	6	204.0	ok
3.938	4	109.0	ok
3.875	5	172.0	ok
3.985	7	93.0	ok
4.0	3	110.0	ok
4.063	2	62.0	ok
4.032	6	109.0	ok
4.047	5	94.0	ratelimited
4.078	0	94.0	ratelimited
4.125	4	63.0	ok
4.125	1	94.0	ok
4.172	7	78.0	ratelimited
4.188	3	94.0	ratelimited
4.203	6	110.0	ratelimited
4.219	5	125.0	ok
4.266	0	109.0	ok
4.266	2	141.0	ok
4.313	4	109.0	ratelimited
4.313	1	140.0	ratelimited
4.344	7	141.0	ok
4.36	3	140.0	ok
4.391	6	125.0	ok
4.391	5	125.0	ratelimited
4.453	0	79.0	ok
4.438	2	94.0	ratelimited
4.532	7	125.0	ratelimited
4.547	3	110.0	ratelimited
4.547	1	125.0	ok
4.532	4	140.0	ok
4.578	5	110.0	ok
4.578	6	125.0	ok
4.625	2	78.0	ok
4.641	0	125.0	ratelimited
4.703	7	79.0	ok
4.703	4	79.0	ok
4.719	3	94.0	ok
4.719	1	94.0	ok
