t_rel	session_idx	ms	outcome
0.718	2	360.0	ok
0.453	1	812.0	ok
0.203	0	1078.0	ok
0.859	3	422.0	ok
0.953	5	578.0	ok
0.906	4	625.0	ok
1.078	6	453.0	ok
1.172	7	359.0	ok
1.281	3	250.0	ok
1.281	0	250.0	ok
1.265	1	266.0	ok
1.078	2	469.0	ok
1.531	4	156.0	ok
1.531	5	156.0	ok
1.531	7	156.0	ratelimited
1.531	0	156.0	ratelimited
1.531	3	156.0	ratelimited
1.547	2	171.0	ok
1.531	6	187.0	ratelimited
1.531	1	266.0	ok
1.703	4	156.0	ratelimited
1.718	3	141.0	ok
1.703	5	156.0	ratelimited
1.718	2	157.0	ratelimited
1.718	7	157.0	ok
1.718	0	172.0	ok
1.718	6	235.0	ok
1.797	1	171.0	ratelimited
1.89	5	110.0	ok
1.89	7	141.0	ratelimited
1.89	2	141.0	ok
1.89	4	157.0	ok
1.89	3	157.0	ratelimited
1.89	0	157.0	ratelimited
1.968	1	172.0	ok
1.953	6	203.0	ok
2.062	7	141.0	ok
2.062	4	156.0	ratelimited
2.062	2	156.0	ratelimited
2.062	3	172.0	ok
2.109	5	172.0	ok
2.109	0	203.0	ok
2.156	6	187.0	ok
2.234	2	125.0	ok
2.234	3	141.0	ratelimited
2.234	7	156.0	ok
2.14	1	250.0	ok
2.234	4	156.0	ok
2.312	0	188.0	ok
2.281	5	219.0	ratelimited
2.343	6	188.0	ratelimited
2.39	1	172.0	ratelimited
2.406	7	156.0	ratelimited
2.422	3	156.0	ok
2.422	2	156.0	ok
2.468	4	141.0	ok
2.5	0	140.0	ratelimited
2.5	5	172.0	ok
2.593	7	125.0	ok
2.562	1	172.0	ok
2.609	3	141.0	ok
2.609	2	141.0	ratelimited
2.64	4	141.0	ratelimited
2.672	5	125.0	ok
2.531	6	266.0	ok
2.687	0	188.0	ok
2.734	1	172.0	ok
2.765	7	157.0	ratelimited
2.781	2	141.0	ok
2.781	3	172.0	ratelimited
2.797	6	156.0	ok
2.843	5	172.0	ratelimited
2.812	4	219.0	ok
2.875	0	187.0	ratelimited
2.953	3	125.0	ok
2.937	7	156.0	ok
2.906	1	203.0	ratelimited
2.968	2	157.0	ratelimited
2.968	6	172.0	ratelimited
3.031	4	219.0	ok
3.062	0	203.0	ok
3.015	5	266.0	ok
3.125	7	203.0	ok
