t_rel	session_idx	ms	outcome
0.313	1	625.0	ok
0.563	2	375.0	ok
0.625	3	407.0	ok
0.688	4	344.0	ok
0.11	0	922.0	ok
0.688	5	437.0	ok
0.938	1	187.0	ok
0.938	2	187.0	ok
1.032	3	93.0	ratelimited
0.782	6	343.0	ok
0.844	7	359.0	ok
1.032	4	171.0	ratelimited
1.032	0	187.0	ratelimited
1.203	4	79.0	ok
1.125	5	157.0	ratelimited
1.125	1	157.0	ratelimited
1.125	6	157.0	ratelimited
1.125	2	157.0	ratelimited
1.219	3	78.0	ok
1.203	7	157.0	ratelimited
1.219	0	156.0	ok
1.297	2	78.0	ok
1.297	1	78.0	ok
1.297	5	125.0	ok
1.297	6	141.0	ok
1.375	4	78.0	ratelimited
1.391	3	78.0	ratelimited
1.375	7	94.0	ok
1.391	0	94.0	ratelimited
1.485	1	62.0	ratelimited
1.485	6	62.0	ratelimited
1.485	5	62.0	ratelimited
1.485	2	125.0	ratelimited
1.547	7	63.0	ratelimited
1.563	3	62.0	ok
1.563	0	78.0	ok
1.563	4	78.0	ok
1.657	2	46.0	ok
1.657	1	62.0	ok
1.672	6	63.0	ok
1.672	5	125.0	ok
1.735	7	78.0	ok
1.75	3	78.0	ok
1.75	4	94.0	ratelimited
1.735	0	109.0	ratelimited
1.844	5	141.0	ok
1.844	2	141.0	ratelimited
1.828	1	157.0	ratelimited
1.86	6	140.0	ok
1.922	3	110.0	ratelimited
1.922	7	110.0	ok
1.922	4	156.0	ok
1.922	0	188.0	ok
2.016	1	141.0	ok
2.016	5	156.0	ratelimited
2.016	2	156.0	ok
2.047	6	141.0	ratelimited
2.094	3	94.0	ok
2.11	7	93.0	ratelimited
2.11	0	109.0	ok
2.11	4	140.0	ok
2.203	2	63.0	ok
2.203	1	79.0	ok
2.203	5	79.0	ok
2.235	6	125.0	ok
2.282	3	78.0	ratelimited
2.297	4	63.0	ratelimited
2.282	7	93.0	ok
2.297	0	94.0	ratelimited
2.391	2	78.0	ratelimited
2.391	1	109.0	ratelimited
2.391	5	156.0	ok
2.407	6	140.0	ratelimited
2.453	7	110.0	ratelimited
2.453	3	110.0	ok
2.469	4	109.0	ok
2.469	0	125.0	ok
2.563	5	78.0	ratelimited
2.578	2	63.0	ok
2.594	6	125.0	ok
2.594	1	125.0	ok
2.641	3	94.0	ok
2.641	7	94.0	ok
2.641	4	94.0	ratelimited
2.657	0	109.0	ratelimited
2.75	5	78.0	ok
2.75	2	78.0	ratelimited
2.766	1	109.0	ratelimited
2.766	6	109.0	ok
2.813	7	78.0	ok
2.813	4	78.0	ok
2.813	3	78.0	ratelimited
2.828	0	63.0	ok
2.922	5	47.0	ratelimited
2.922	2	63.0	ok
2.938	6	62.0	ratelimited
2.938	1	78.0	ok
3.0	3	78.0	ok
3.0	7	78.0	ratelimited
3.0	4	94.0	ok
3.016	0	141.0	ok
3.094	5	94.0	ok
3.11	2	109.0	ok
3.11	1	109.0	ok
3.125	6	125.0	ok
3.172	7	78.0	ok
3.188	4	78.0	ratelimited
3.188	3	78.0	ratelimited
3.203	0	79.0	ratelimited
3.266	5	78.0	ratelimited
3.282	2	78.0	ratelimited
3.313	6	47.0	ratelimited
3.313	1	62.0	ratelimited
3.36	7	62.0	ratelimited
3.375	0	63.0	ok
3.375	3	78.0	ok
3.375	4	78.0	ok
3.438	5	62.0	ok
3.453	2	63.0	ok
3.485	1	62.0	ok
3.5	6	78.0	ok
3.532	7	78.0	ok
3.547	4	78.0	ratelimited
3.547	0	78.0	ratelimited
3.547	3	78.0	ok
3.61	5	47.0	ok
3.625	2	47.0	ratelimited
3.657	1	46.0	ratelimited
3.672	6	63.0	ok
3.703	7	79.0	ratelimited
3.719	0	78.0	ok
3.719	3	78.0	ratelimited
3.719	4	78.0	ok
3.797	5	47.0	ratelimited
3.813	2	47.0	ok
3.844	1	63.0	ok
3.844	6	63.0	ratelimited
3.875	7	63.0	ok
3.891	4	62.0	ok
3.891	0	78.0	ok
3.891	3	78.0	ok
3.969	5	47.0	ok
4.0	2	47.0	ok
4.016	1	62.0	ok
4.016	6	78.0	ok
4.047	7	78.0	ok
4.063	3	78.0	ratelimited
4.063	0	78.0	ratelimited
4.063	4	78.0	ratelimited
4.141	5	47.0	ratelimited
4.188	2	94.0	ratelimited
4.203	6	94.0	ratelimited
4.203	1	94.0	ratelimited
4.235	3	62.0	ok
4.219	7	94.0	ratelimited
4.25	0	78.0	ok
4.25	4	78.0	ok
4.313	5	62.0	ok
4.36	2	125.0	ok
4.391	1	125.0	ok
4.391	7	125.0	ok
4.375	6	141.0	ok
4.438	0	125.0	ratelimited
4.422	3	141.0	ok
4.438	4	140.0	ratelimited
4.485	5	125.0	ratelimited
4.532	2	109.0	ratelimited
4.547	6	110.0	ok
4.578	1	94.0	ratelimited
4.578	7	110.0	ratelimited
4.61	3	93.0	ratelimited
4.61	0	93.0	ok
4.61	4	109.0	ok
4.657	5	62.0	ok
4.719	2	78.0	ok
4.75	7	78.0	ok
4.75	6	94.0	ratelimited
4.797	4	63.0	ok
4.766	1	94.0	ok
4.797	3	78.0	ok
4.797	0	94.0	ok
4.844	5	63.0	ok
4.891	2	62.0	ok
4.922	7	94.0	ok
4.953	1	63.0	ok
4.922	6	94.0	ok
4.969	0	78.0	ratelimited
4.969	3	78.0	ratelimited
4.985	4	78.0	ratelimited
5.016	5	78.0	ratelimited
5.063	2	62.0	ratelimited
5.11	6	109.0	ratelimited
5.11	7	109.0	ratelimited
5.141	0	94.0	ok
5.141	3	109.0	ok
5.141	1	109.0	ratelimited
5.157	4	140.0	ok
5.188	5	109.0	ok
5.235	2	78.0	ok
5.282	6	109.0	ok
5.282	7	125.0	ok
5.328	0	94.0	ratelimited
5.313	3	109.0	ok
5.328	4	110.0	ratelimited
5.328	1	110.0	ok
5.36	5	93.0	ratelimited
5.407	2	62.0	ratelimited
5.453	7	47.0	ratelimited
5.469	6	94.0	ok
5.5	1	78.0	ok
5.5	4	94.0	ok
5.5	0	94.0	ok
5.5	3	110.0	ratelimited
5.547	5	78.0	ok
5.594	2	47.0	ok
5.641	7	47.0	ok
5.657	6	62.0	ratelimited
5.672	4	63.0	ratelimited
5.672	3	78.0	ok
5.688	1	78.0	ratelimited
5.688	0	94.0	ok
5.719	5	63.0	ok
5.766	2	47.0	ratelimited
5.813	7	47.0	ratelimited
5.86	6	62.0	ok
5.86	3	78.0	ratelimited
5.875	1	110.0	ok
5.891	5	94.0	ratelimited
5.875	0	110.0	ratelimited
5.875	4	141.0	ok
5.938	2	94.0	ok
6.0	7	63.0	ok
6.032	4	109.0	ok
6.032	6	125.0	ok
6.063	0	94.0	ok
6.078	5	110.0	ok
6.078	1	110.0	ok
6.063	3	125.0	ok
6.125	2	78.0	ok
6.188	7	78.0	ok
6.203	4	79.0	ratelimited
6.203	6	94.0	ratelimited
6.235	0	93.0	ratelimited
6.266	1	78.0	ratelimited
6.266	5	78.0	ratelimited
6.282	3	78.0	ok
6.313	2	62.0	ratelimited
6.375	7	63.0	ratelimited
6.375	6	63.0	ok
6.36	4	78.0	ok
6.422	0	78.0	ok
6.438	1	78.0	ok
6.453	5	63.0	ok
6.453	3	63.0	ratelimited
6.485	2	47.0	ok
6.547	7	31.0	ok
6.547	4	63.0	ratelimited
6.563	6	62.0	ratelimited
6.61	0	47.0	ok
6.61	1	62.0	ratelimited
6.641	3	62.0	ok
6.641	5	62.0	ok
6.657	2	46.0	ratelimited
6.719	4	63.0	ok
6.719	6	63.0	ok
6.735	7	47.0	ok
6.797	1	47.0	ok
6.797	0	78.0	ratelimited
6.813	5	62.0	ratelimited
6.813	3	62.0	ok
6.828	2	63.0	ok
6.891	4	47.0	ok
6.891	6	47.0	ratelimited
6.922	7	47.0	ratelimited
6.969	0	94.0	ok
6.985	3	78.0	ratelimited
6.985	5	109.0	ok
6.985	1	109.0	ok
7.016	2	109.0	ok
7.078	4	63.0	ratelimited
7.063	6	109.0	ok
7.11	7	93.0	ok
7.141	0	94.0	ratelimited
7.172	3	78.0	ok
7.157	1	93.0	ratelimited
7.157	5	93.0	ratelimited
7.188	2	94.0	ratelimited
7.235	6	62.0	ratelimited
7.266	4	62.0	ok
7.297	7	78.0	ratelimited
7.313	0	94.0	ok
7.344	5	63.0	ok
7.375	3	63.0	ratelimited
7.344	1	109.0	ok
7.375	2	78.0	ok
7.407	6	62.0	ok
7.438	4	47.0	ratelimited
7.485	0	47.0	ok
7.485	7	47.0	ok
7.516	1	62.0	ratelimited
7.532	5	62.0	ok
7.547	3	63.0	ok
7.563	2	62.0	ratelimited
7.578	6	63.0	ok
7.625	4	32.0	ok
7.657	7	46.0	ok
7.657	0	62.0	ratelimited
7.672	1	63.0	ok
7.703	5	63.0	ratelimited
7.719	3	78.0	ok
7.735	2	78.0	ok
7.735	6	78.0	ratelimited
7.813	4	47.0	ok
7.828	0	63.0	ok
7.828	7	63.0	ratelimited
7.844	1	63.0	ratelimited
7.875	5	78.0	ok
7.891	3	78.0	ratelimited
7.907	2	78.0	ok
7.907	6	78.0	ok
7.985	4	78.0	ratelimited
8.0	7	94.0	ok
8.0	0	125.0	ratelimited
8.016	1	125.0	ok
8.063	3	78.0	ok
8.047	5	94.0	ratelimited
8.078	6	79.0	ratelimited
8.078	2	94.0	ratelimited
8.172	7	156.0	ratelimited
8.172	0	172.0	ok
8.203	1	157.0	ok
8.172	4	188.0	ok
