t_rel	session_idx	ms	outcome
0.516	2	656.0	ok
0.672	3	500.0	ok
0.188	0	1000.0	ok
0.36	1	1000.0	ok
1.172	2	235.0	ratelimited
1.047	7	360.0	ok
0.782	4	625.0	ok
0.875	5	532.0	ok
0.969	6	438.0	ok
1.188	3	375.0	ok
1.407	4	156.0	ratelimited
1.36	1	203.0	ok
1.407	7	156.0	ratelimited
1.407	6	156.0	ratelimited
1.188	0	375.0	ok
1.407	2	156.0	ok
1.407	5	281.0	ok
1.563	1	141.0	ratelimited
1.563	0	141.0	ratelimited
1.563	3	172.0	ok
1.61	6	172.0	ok
1.594	2	203.0	ok
1.61	7	187.0	ok
1.688	5	187.0	ratelimited
1.61	4	281.0	ok
1.735	1	156.0	ok
1.735	3	172.0	ok
1.75	0	250.0	ok
1.782	6	218.0	ok
1.797	2	219.0	ratelimited
1.797	7	235.0	ok
1.875	5	188.0	ok
1.891	4	188.0	ok
1.907	3	203.0	ratelimited
1.922	1	219.0	ok
2.016	2	188.0	ok
2.032	7	187.0	ratelimited
2.063	5	172.0	ok
2.079	4	171.0	ok
2.0	0	297.0	ok
2.0	6	297.0	ratelimited
2.11	3	203.0	ok
2.141	1	250.0	ratelimited
2.204	2	187.0	ok
2.219	7	235.0	ok
2.235	5	250.0	ratelimited
2.297	0	235.0	ok
2.297	6	250.0	ok
2.313	3	234.0	ok
2.391	2	281.0	ok
2.25	4	438.0	ratelimited
2.454	7	265.0	ok
2.485	5	234.0	ok
2.547	6	235.0	ok
2.532	0	250.0	ok
2.391	1	406.0	ok
2.547	3	282.0	ratelimited
2.672	2	203.0	ratelimited
2.688	4	187.0	ok
2.719	7	172.0	ok
2.719	5	219.0	ok
2.782	6	187.0	ok
2.782	0	187.0	ratelimited
2.797	1	172.0	ok
2.829	3	203.0	ok
2.875	4	172.0	ratelimited
2.891	7	172.0	ratelimited
2.875	2	188.0	ok
2.969	6	141.0	ratelimited
2.938	5	172.0	ratelimited
2.969	1	156.0	ratelimited
2.969	0	188.0	ok
3.032	3	172.0	ok
3.047	4	188.0	ok
3.063	2	187.0	ok
3.157	1	140.0	ok
3.11	5	187.0	ok
3.157	6	156.0	ok
3.157	0	187.0	ok
3.204	3	140.0	ratelimited
3.063	7	297.0	ok
3.235	4	172.0	ratelimited
3.25	2	172.0	ratelimited
3.297	5	172.0	ok
3.344	1	156.0	ratelimited
3.329	6	171.0	ok
3.391	3	172.0	ok
3.344	0	219.0	ratelimited
3.407	4	156.0	ok
3.422	2	172.0	ok
3.469	5	188.0	ratelimited
3.36	7	297.0	ok
3.5	6	172.0	ratelimited
3.516	1	172.0	ok
3.579	4	171.0	ratelimited
3.563	0	203.0	ok
3.563	3	203.0	ok
3.594	2	188.0	ratelimited
3.657	7	172.0	ok
3.672	6	188.0	ok
3.766	0	141.0	ok
3.657	5	250.0	ok
3.782	2	125.0	ok
3.688	1	234.0	ratelimited
3.75	4	188.0	ok
3.829	7	171.0	ratelimited
3.766	3	234.0	ratelimited
3.86	6	187.0	ratelimited
3.907	5	140.0	ok
3.938	4	125.0	ok
3.922	1	141.0	ok
3.954	0	125.0	ratelimited
3.969	2	125.0	ok
4.047	6	141.0	ok
4.0	7	204.0	ok
4.11	4	140.0	ratelimited
4.094	5	156.0	ratelimited
4.0	3	266.0	ok
4.125	1	141.0	ok
4.141	0	172.0	ok
4.157	2	172.0	ratelimited
4.204	7	171.0	ok
4.219	6	156.0	ok
4.282	4	156.0	ok
4.266	3	188.0	ok
4.282	5	172.0	ok
4.329	2	140.0	ok
4.313	0	172.0	ok
4.297	1	188.0	ok
4.375	7	172.0	ratelimited
4.407	6	140.0	ratelimited
4.454	5	109.0	ratelimited
4.469	4	94.0	ratelimited
4.485	0	125.0	ratelimited
4.516	2	109.0	ok
4.485	1	156.0	ratelimited
4.454	3	218.0	ok
4.547	7	125.0	ok
4.641	5	141.0	ok
4.672	1	110.0	ok
4.657	6	125.0	ok
4.672	4	141.0	ok
4.672	0	157.0	ok
4.719	2	125.0	ratelimited
4.672	3	172.0	ratelimited
4.719	7	188.0	ratelimited
4.844	5	125.0	ok
4.829	0	140.0	ratelimited
4.844	3	141.0	ok
4.844	6	141.0	ok
4.844	1	156.0	ratelimited
4.844	4	156.0	ok
4.907	7	172.0	ok
4.875	2	219.0	ok
5.016	1	141.0	ok
5.016	5	141.0	ratelimited
5.016	0	141.0	ok
5.032	6	140.0	ratelimited
5.047	3	141.0	ok
5.032	4	156.0	ratelimited
5.094	2	110.0	ratelimited
5.079	7	171.0	ratelimited
5.188	1	109.0	ratelimited
5.204	4	109.0	ok
5.204	0	125.0	ok
5.204	5	140.0	ok
5.219	6	141.0	ok
5.219	3	156.0	ratelimited
5.25	7	141.0	ok
5.282	2	109.0	ok
5.375	4	141.0	ratelimited
5.375	1	141.0	ok
5.375	0	141.0	ratelimited
5.407	5	140.0	ok
5.407	6	156.0	ok
5.407	3	156.0	ok
5.438	7	125.0	ok
5.454	2	187.0	ok
5.547	4	125.0	ok
5.547	1	141.0	ok
5.563	0	125.0	ok
5.579	3	140.0	ratelimited
5.579	5	156.0	ratelimited
5.579	6	156.0	ratelimited
5.61	7	140.0	ratelimited
5.641	2	203.0	ratelimited
5.719	1	141.0	ratelimited
5.719	4	172.0	ok
5.766	3	125.0	ok
5.766	5	156.0	ok
5.766	0	172.0	ratelimited
5.766	6	203.0	ok
5.813	7	156.0	ok
5.891	1	141.0	ok
5.844	2	203.0	ok
5.891	4	156.0	ratelimited
5.938	5	141.0	ratelimited
5.954	3	140.0	ok
5.969	6	141.0	ratelimited
6.0	7	141.0	ok
5.938	0	234.0	ok
6.063	1	141.0	ratelimited
6.079	4	156.0	ok
6.11	5	140.0	ok
6.125	3	125.0	ratelimited
6.047	2	219.0	ok
6.157	6	140.0	ok
6.172	0	172.0	ok
6.188	7	156.0	ratelimited
6.25	4	141.0	ratelimited
6.25	1	157.0	ok
6.266	2	156.0	ratelimited
6.297	5	125.0	ok
6.313	3	125.0	ok
6.329	6	125.0	ok
6.344	0	141.0	ratelimited
6.36	7	140.0	ok
6.422	1	141.0	ok
6.454	2	125.0	ok
6.485	5	109.0	ratelimited
6.485	3	109.0	ratelimited
6.469	4	125.0	ok
6.516	6	109.0	ratelimited
6.532	0	93.0	ok
6.532	7	125.0	ratelimited
6.594	1	172.0	ratelimited
6.625	2	157.0	ok
6.657	4	140.0	ok
6.672	3	125.0	ok
6.672	5	125.0	ok
6.688	6	125.0	ok
6.719	0	125.0	ok
6.704	7	140.0	ok
6.766	1	172.0	ok
6.829	4	125.0	ratelimited
6.813	2	156.0	ratelimited
6.86	3	125.0	ok
6.86	6	140.0	ratelimited
6.86	5	140.0	ratelimited
6.875	7	125.0	ratelimited
6.891	0	141.0	ratelimited
6.938	1	156.0	ratelimited
7.047	3	78.0	ratelimited
7.016	4	109.0	ok
7.0	2	141.0	ok
7.047	5	125.0	ok
7.047	6	125.0	ok
7.063	7	125.0	ok
7.079	0	125.0	ok
7.11	1	94.0	ok
7.204	4	125.0	ok
7.188	2	141.0	ratelimited
7.204	5	140.0	ok
7.204	6	156.0	ok
7.219	3	156.0	ok
7.219	7	235.0	ok
7.266	0	219.0	ratelimited
7.297	1	219.0	ok
7.375	6	157.0	ratelimited
7.375	5	188.0	ratelimited
7.375	2	188.0	ok
7.422	4	172.0	ratelimited
7.407	3	203.0	ok
7.485	0	140.0	ok
7.454	7	187.0	ratelimited
7.516	1	156.0	ratelimited
7.563	5	156.0	ok
7.594	4	156.0	ok
7.61	3	156.0	ratelimited
7.641	7	125.0	ok
7.657	0	140.0	ok
7.688	1	125.0	ok
7.547	6	282.0	ok
7.735	5	125.0	ratelimited
7.563	2	312.0	ok
7.766	4	156.0	ratelimited
7.829	6	125.0	ok
7.782	3	187.0	ok
7.829	7	156.0	ok
7.844	0	156.0	ratelimited
7.891	2	141.0	ok
7.875	1	172.0	ratelimited
7.922	5	141.0	ok
7.938	4	156.0	ok
8.0	7	172.0	ratelimited
7.969	3	203.0	ratelimited
8.016	6	172.0	ratelimited
8.032	0	172.0	ok
8.047	1	188.0	ok
8.079	2	171.0	ratelimited
8.094	5	172.0	ok
8.11	4	172.0	ok
8.188	6	172.0	ok
8.235	1	140.0	ok
8.204	0	171.0	ok
8.25	2	157.0	ok
8.172	3	282.0	ok
8.172	7	313.0	ok
8.282	4	218.0	ratelimited
8.375	0	172.0	ratelimited
8.36	6	187.0	ratelimited
8.407	1	172.0	ratelimited
8.266	5	328.0	ratelimited
8.422	2	172.0	ok
8.454	3	203.0	ok
8.485	7	187.0	ok
8.5	4	204.0	ok
8.547	0	188.0	ok
8.579	1	187.0	ok
8.594	2	188.0	ratelimited
8.594	5	188.0	ok
8.547	6	282.0	ok
8.672	7	157.0	ratelimited
8.657	3	172.0	ok
8.735	0	125.0	ratelimited
8.704	4	187.0	ok
8.766	1	125.0	ratelimited
8.782	5	156.0	ok
8.829	6	171.0	ok
8.829	3	171.0	ratelimited
8.844	7	188.0	ok
8.891	4	172.0	ratelimited
8.782	2	281.0	ok
8.907	0	203.0	ok
8.938	1	203.0	ok
8.954	5	203.0	ratelimited
9.0	3	188.0	ok
9.0	6	188.0	ok
9.032	7	187.0	ok
9.063	2	203.0	ok
9.141	1	156.0	ok
9.157	5	140.0	ok
9.063	4	234.0	ok
9.188	3	172.0	ratelimited
9.188	6	187.0	ratelimited
9.219	7	172.0	ratelimited
9.11	0	328.0	ok
9.297	4	172.0	ok
