seq	arm	started_at	elapsed_ms	errno
1	B	2026-08-13 23:44:37.109	8	0
2	B	2026-08-13 23:44:37.322	5	0
3	B	2026-08-13 23:44:37.530	5	0
4	B	2026-08-13 23:44:37.738	4	0
5	B	2026-08-13 23:44:37.945	4	0
6	B	2026-08-13 23:44:38.153	4	0
7	B	2026-08-13 23:44:38.360	4	0
8	B	2026-08-13 23:44:38.570	5	0
9	B	2026-08-13 23:44:38.779	4	0
10	B	2026-08-13 23:44:38.987	4	0
11	B	2026-08-13 23:44:39.194	4	0
12	B	2026-08-13 23:44:39.401	4	0
13	B	2026-08-13 23:44:39.609	5	0
14	B	2026-08-13 23:44:39.818	4	0
15	B	2026-08-13 23:44:40.026	4	0
16	B	2026-08-13 23:44:40.233	4	0
17	B	2026-08-13 23:44:40.440	4	0
18	B	2026-08-13 23:44:40.648	5	0
19	B	2026-08-13 23:44:40.857	6	0
20	B	2026-08-13 23:44:41.067	4	0
21	B	2026-08-13 23:44:41.274	4	0
22	B	2026-08-13 23:44:41.481	4	0
23	B	2026-08-13 23:44:41.689	4	0
24	B	2026-08-13 23:44:41.898	4	0
25	B	2026-08-13 23:44:42.105	3	0
26	B	2026-08-13 23:44:42.312	6	0
27	B	2026-08-13 23:44:42.521	4	0
28	B	2026-08-13 23:44:42.733	4	0
29	B	2026-08-13 23:44:42.940	4	0
30	B	2026-08-13 23:44:43.148	6	0
31	B	2026-08-13 23:44:43.358	5	0
32	B	2026-08-13 23:44:43.567	4	0
33	B	2026-08-13 23:44:43.774	4	0
34	B	2026-08-13 23:44:43.982	3	0
35	B	2026-08-13 23:44:44.190	4	0
36	B	2026-08-13 23:44:44.398	4	0
37	B	2026-08-13 23:44:44.605	4	0
38	B	2026-08-13 23:44:44.812	4	0
39	B	2026-08-13 23:44:45.020	4	0
40	B	2026-08-13 23:44:45.228	4	0
41	B	2026-08-13 23:44:45.435	4	0
42	B	2026-08-13 23:44:45.644	5	0
43	B	2026-08-13 23:44:45.852	4	0
