label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
discard1	160	3.0	90	38327	479.90	0.00	13.2	69.5	93.1	38327	0	0	1786960446.712	1786960451.848	1786960531.712
p1_1	160	3.0	90	28067	350.85	100.00	449.0	508.7	531.5	0	0	0	1786960559.897	1786960564.899	1786960644.896
p1_2	160	3.0	90	38127	479.62	0.00	18.2	68.3	90.8	37967	0	0	1786960892.634	1786960898.140	1786960977.634
p2_1_a	80	3.0	90	19119	240.26	0.00	6.5	68.7	101.1	19039	0	0	1786960672.798	1786960678.220	1786960757.797
p2_1_b	80	3.0	90	19114	240.20	0.00	6.6	68.8	98.9	19034	0	0	1786960672.800	1786960678.220	1786960757.797
p2_2_a	80	3.0	90	14005	175.16	100.00	447.8	517.4	563.2	0	0	0	1786960779.473	1786960784.518	1786960864.473
p2_2_b	80	3.0	90	14009	175.12	100.00	447.9	516.6	558.0	0	0	0	1786960779.470	1786960784.471	1786960864.469
