label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
big_1	160	3.0	90	28046	350.58	100.00	448.3	511.3	550.4	0	0	0	1786962068.069	1786962073.069	1786962153.067
small_1	160	3.0	90	38240	480.38	0.00	14.0	58.0	76.5	38084	0	0	1786962195.143	1786962200.540	1786962280.143
small_2	160	3.0	90	30057	375.76	100.00	418.2	476.0	517.8	0	0	0	1786962310.361	1786962315.370	1786962395.360
big_2	160	3.0	90	27711	346.43	100.00	454.0	519.5	551.1	0	0	0	1786962425.628	1786962430.630	1786962510.621
small_3	160	3.0	90	38254	478.86	0.00	14.1	59.7	75.5	38254	0	0	1786962608.034	1786962613.034	1786962692.920
small_4	160	3.0	90	30112	376.42	100.00	417.6	474.2	507.0	0	0	0	1786962815.459	1786962820.463	1786962900.459
