label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
a40_1	160	3.0	90	27724	346.68	100.00	452.5	529.2	583.2	0	0	0	1786959201.200	1786959206.228	1786959286.199
b128_1	160	3.0	90	27623	345.43	100.00	455.5	522.8	587.8	0	0	0	1786959330.083	1786959335.112	1786959415.078
b128_2	160	3.0	90	27649	345.63	100.00	453.9	524.8	596.6	0	0	0	1786959447.272	1786959452.272	1786959532.267
a40_2	160	3.0	90	27902	348.77	100.00	450.4	518.0	568.1	0	0	0	1786959564.128	1786959569.128	1786959649.128
