label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
ka_a	160	3.0	90	21671	270.89	100.00	576.6	673.5	706.2	0	0	0	1786966573.448	1786966578.449	1786966658.448
url_a	160	3.0	90	21388	267.39	100.00	590.2	659.9	677.7	0	0	0	1786966691.210	1786966696.211	1786966776.200
url_b	160	3.0	90	20925	261.58	100.00	601.8	680.8	737.9	0	0	0	1786966809.128	1786966814.131	1786966894.127
ka_b	160	3.0	90	20276	253.47	100.00	615.6	731.3	764.6	0	0	0	1786966927.447	1786966932.449	1786967012.442
